N,T,As,Vs,GPSd,A7,V7,H7,S7,A8,V8,H8,S8,A5,V5,H5,S5,A6,V6,H6,S6,A3,V3,H3,S3,A4,V4,H4,S4,A1,V1,H1,S1,A2,V2,H2,S2
79,5.04,-8.88655,0,16282,-38.94,-6.336,88.9916,-0.566472,-45.562,-6.144,-437.916,-0.631377,-49.61,-6.216,114.588,-0.661076,-42.57,-4.944,-82.5963,-0.645875,-44.924,-3.72,42.4829,0.807009,-47.278,-4.104,110.346,-0.600946,-45.298,-1.8,-173.583,-0.65665,-43.934,-3.816,103.507,-0.622707
80,5.08,-9.06334,0,16282,-42.13,-7.104,116.326,-0.578643,-47.058,-7.632,-416.181,-0.63444,-52.272,-7.272,151.717,-0.666789,-44.66,-6.264,-43.6207,-0.653823,-47.036,-5.736,98.8478,0.805684,-49.06,-6.192,149.574,-0.601443,-47.212,-3.744,-106.571,-0.661866,-44.66,-5.112,110.76,-0.621051
81,5.12,-9.19888,0.49,16282,-43.802,-8.832,167.577,-0.575248,-46.86,-9.648,-410.385,-0.613906,-52.382,-8.976,156.56,-0.652382,-45.034,-8.808,4.26367,-0.645295,-47.916,-8.136,144.253,0.823321,-48.642,-9.024,190.282,-0.58273,-47.696,-6.48,-84.7527,-0.64423,-43.406,-7.272,134.935,-0.599109
82,5.16,-9.45817,0.49,16282,-43.362,-11.304,199.467,-0.553969,-44.55,-11.76,-379.957,-0.570022,-50.512,-11.184,137.188,-0.620256,-43.516,-11.304,-10.213,-0.618302,-46.486,-11.544,161.475,0.860415,-45.54,-11.472,267.258,-0.54663,-45.54,-9.768,-70.7269,-0.60432,-39.974,-9.912,224.382,-0.555143
83,5.2,-4.47862,0.6,16285,-40.458,-13.992,232.496,-0.516129,-40.26,-13.032,-162.611,-0.505272,-46.508,-13.824,277.633,-0.56983,-39.226,-12.864,199.142,-0.573259,-42.372,-15.264,235.063,0.915643,-41.184,-13.704,537.413,-0.496536,-41.118,-12.696,71.0893,-0.54429,-35.244,-12.984,514.481,-0.493622
84,5.24,3.85403,0.6,16285,-36.102,-16.584,365.749,-0.470341,-35.574,-14.16,88.0604,-0.430338,-41.338,-16.656,614.217,-0.509469,-34.826,-14.904,478.653,-0.520184,-37.224,-18.096,540.373,0.978571,-36.85,-15.528,810.528,-0.441888,-36.322,-14.832,332.904,-0.475318,-30.118,-15.96,799.746,-0.427299
85,5.28,7.55481,0.6,16285,-31.636,-18.24,522.92,-0.42803,-31.152,-15.192,212.672,-0.361283,-36.19,-19.008,878.156,-0.452586,-30.492,-17.064,592.239,-0.470753,-32.296,-20.328,791.666,1.03065,-32.714,-16.56,936.354,-0.394443,-31.614,-16.656,457.577,-0.410154,-26.07,-17.544,942.378,-0.369339
86,5.32,4.72619,0.68,16285,-27.148,-19.416,590.116,-0.394248,-26.73,-15.888,234.406,-0.308291,-31.834,-19.8,953.222,-0.402574,-26.752,-18.096,606.716,-0.427862,-27.676,-21.504,865.254,1.06965,-28.71,-17.208,911.929,-0.355527,-27.742,-17.976,413.942,-0.356334,-21.956,-18.36,943.184,-0.324876
87,5.36,3.07616,0.68,16285,-22.374,-20.304,635.673,-0.36651,-21.89,-15.984,241.651,-0.273184,-27.698,-20.424,899.143,-0.355958,-22.198,-18.984,600.034,-0.396067,-23.144,-22.08,859.774,1.10178,-24.508,-17.52,853.457,-0.321,-23.452,-18.72,334.462,-0.314355,-17.666,-18.744,898.057,-0.29159
88,5.4,2.91705,0,16285,-17.16,-21.024,681.23,-0.340593,-16.5,-15.768,273.529,-0.253891,-23.188,-20.928,825.691,-0.309507,-17.402,-19.2,605.602,-0.369737,-18.062,-22.056,861.34,1.12637,-19.866,-17.592,809.048,-0.289784,-18.678,-18.888,297.06,-0.281731,-13.024,-18.816,833.591,-0.26882
89,5.44,4.06028,0,16285,-11.858,-21.648,711.981,-0.316664,-10.824,-15.672,296.712,-0.242299,-17.974,-21.096,788.562,-0.266534,-12.298,-19.272,585.558,-0.345559,-12.672,-21.696,848.814,1.14177,-14.85,-17.616,802.386,-0.263371,-13.574,-18.864,301.735,-0.254821,-7.942,-18.864,776.377,-0.253833
90,5.48,4.8028,0,16285,-6.248,-21.792,701.731,-0.298448,-5.214,-15.888,276.427,-0.232281,-12.232,-20.928,790.984,-0.233994,-6.82,-19.176,558.831,-0.32726,-7.282,-21.192,805.758,1.14773,-9.372,-17.832,810.528,-0.240766,-8.074,-18.768,318.878,-0.233459,-2.64,-18.6,723.192,-0.244146
91,5.52,4.82048,2.37,16286,0.176,-21.408,650.479,-0.28876,0.638,-16.104,221.366,-0.226733,-6.204,-20.448,795.02,-0.213294,-1.122,-18.624,519.856,-0.31691,-1.188,-20.568,729.822,1.14872,-3.674,-18,821.63,-0.226525,-2.002,-18.72,336.021,-0.223109,2.574,-17.712,643.415,-0.237522
92,5.56,4.50226,2.37,16286,6.05,-20.472,565.06,-0.282136,6.49,-15.72,137.325,-0.224994,-0.176,-19.776,749.819,-0.200542,4.62,-17.688,451.927,-0.310949,5.104,-20.088,656.234,1.1556,2.178,-18.072,794.985,-0.222468,4.554,-18.552,337.579,-0.217396,7.832,-16.704,528.986,-0.232554
93,5.6,4.84405,3.06,16287,11.704,-19.488,455.724,-0.274022,12.1,-14.736,18.5098,-0.223421,5.764,-19.032,656.996,-0.189282,10.274,-16.248,378.43,-0.305898,11.242,-19.488,584.212,1.17116,8.03,-18.12,713.568,-0.217582,10.406,-17.784,258.1,-0.21102,12.958,-15.384,396.83,-0.230981
94,5.64,4.39029,3.06,16287,17.116,-17.952,342.971,-0.266901,17.182,-13.296,-156.816,-0.222345,11.66,-17.832,539.959,-0.184893,15.62,-14.304,290.456,-0.301178,16.874,-18.36,462.871,1.18449,13.904,-17.928,584.042,-0.208392,15.664,-16.752,128.751,-0.20539,17.776,-13.68,259.033,-0.231146
95,5.68,3.21759,3.06,16287,21.934,-15.744,201.745,-0.264997,21.582,-11.64,-342.284,-0.220357,17.248,-16.32,396.285,-0.185556,20.372,-12.144,151.258,-0.294885,21.648,-16.992,273.422,1.19253,19.316,-16.752,436.752,-0.20094,20.614,-15.36,-14.6238,-0.199677,22.22,-11.856,112.371,-0.231395
96,5.72,1.44381,3.36,16287,26.026,-13.32,76.4635,-0.263506,25.476,-10.32,-484.283,-0.215389,22.154,-14.424,216.289,-0.187046,24.354,-9.96,-33.5984,-0.29,25.564,-15.216,73.0139,1.19733,24.376,-14.88,290.943,-0.198124,25.014,-13.656,-157.998,-0.192059,26.158,-10.344,13.2539,-0.231146
97,5.76,1.57345,3.36,16287,29.018,-11.688,36.6013,-0.262844,28.93,-9.528,-543.691,-0.210753,26.62,-12.648,60.5085,-0.186052,28.05,-8.088,-148.298,-0.28851,28.27,-13.704,-19.362,1.19923,28.776,-13.272,158.456,-0.199118,28.798,-12.096,-251.504,-0.185932,29.106,-9.096,-27.8435,-0.228083
98,5.8,0.277003,3.52,16288,30.712,-10.464,8.12832,-0.26094,30.272,-9.384,-614.69,-0.205867,29.722,-11.376,8.04339,-0.184976,30.36,-6.744,-183.933,-0.287516,30.162,-13.512,-51.4587,1.20081,31.482,-11.616,31.8903,-0.199532,30.866,-11.256,-293.581,-0.182123,31.57,-8.832,-80.2226,-0.222618
99,5.84,0.925229,3.52,16288,31.46,-9.696,11.5451,-0.256386,30.932,-10.008,-562.527,-0.198333,32.054,-11.64,-30.7,-0.183568,32.032,-7.608,-237.385,-0.284867,31.218,-13.488,-16.2306,1.20437,31.944,-9.744,-57.6679,-0.197793,32.494,-10.8,-245.27,-0.176658,32.274,-8.784,-81.8343,-0.214835
100,5.88,2.19222,3.52,16288,30.668,-8.832,17.2397,-0.250921,29.986,-9.48,-543.691,-0.191543,32.45,-10.704,-19.3999,-0.180174,31.46,-7.8,-168.343,-0.279567,30.8,-13.056,3.34057,1.20851,31.768,-8.256,3.02445,-0.194233,31.636,-10.656,-239.036,-0.168875,31.35,-8.304,-15.756,-0.206141
101,5.92,2.61651,3.78,16288,28.49,-8.424,46.8516,-0.248106,26.532,-8.28,-521.956,-0.188562,31.834,-10.848,35.4867,-0.17769,29.106,-5.76,-110.436,-0.277083,29.7,-12.72,22.9117,1.21091,29.062,-8.16,32.6304,-0.192742,29.128,-10.152,-237.478,-0.164735,28.886,-7.416,9.22476,-0.202166
102,5.96,2.15686,3.78,16288,24.486,-8.64,51.4073,-0.246532,21.406,-7.536,-529.201,-0.186244,28.798,-9.912,35.4867,-0.178435,24.97,-5.088,-104.868,-0.277083,26.73,-12.192,18.9975,1.21265,24.64,-7.704,29.6698,-0.193322,25.234,-9.744,-234.361,-0.163245,25.256,-7.08,9.22476,-0.201669
103,6,2.82276,3.99,16289,19.514,-9.744,22.9343,-0.246201,15.422,-6.816,-534.997,-0.183097,23.298,-9.912,16.1149,-0.182906,19.954,-6.696,-146.071,-0.278822,22.286,-12.12,4.90626,1.21397,19.338,-6.528,43.7327,-0.193736,20.042,-9.504,-235.919,-0.164901,20.416,-6.792,-10.1152,-0.199931
104,6.04,4.26065,3.99,16289,13.684,-10.392,25.2121,-0.25001,8.734,-6.216,-545.139,-0.182269,16.544,-10.368,7.23624,-0.193422,13.75,-6.984,-148.298,-0.283707,16.61,-12.384,-7.61928,1.21223,13.244,-5.952,23.7486,-0.194481,14.036,-9.48,-243.712,-0.173346,14.432,-5.808,-10.921,-0.199682
105,6.08,4.80869,3.99,16289,7.612,-10.656,46.8516,-0.265659,1.65,-5.952,-553.833,-0.190632,8.822,-11.16,-12.9426,-0.213625,6.688,-5.808,-188.387,-0.292733,10.076,-12.6,-6.83643,1.19965,6.512,-5.856,0.804,-0.199118,7.37,-9.672,-254.62,-0.195123,7.854,-5.256,-12.5327,-0.209701
106,6.12,3.81867,4.17,16290,0.968,-11.016,38.8792,-0.294639,-5.588,-6.192,-566.874,-0.218701,0.55,-11.568,-22.6285,-0.247407,1.078,-5.256,-229.59,-0.309458,2.574,-13.248,-9.96782,1.17092,-0.264,-5.472,2.2843,-0.212863,0.33,-9.648,-259.296,-0.229485,0.682,-5.04,-19.7852,-0.236031
107,6.16,4.07207,4.17,16290,-5.786,-11.28,27.49,-0.334797,-12.716,-6.672,-563.976,-0.263496,-8.118,-11.328,-5.67824,-0.296259,-5.632,-4.896,-180.592,-0.335126,-5.104,-13.152,-21.7105,1.1291,-6.952,-5.352,25.2289,-0.237951,-6.886,-9.288,-277.997,-0.277509,-6.71,-4.968,-22.2027,-0.276603
108,6.2,1.66774,4.4,16291,-12.76,-11.472,32.0456,-0.385885,-19.756,-7.08,-555.282,-0.322284,-16.676,-11.808,-0.028155,-0.358773,-12.716,-4.2,-156.093,-0.372055,-12.87,-12.672,-15.4477,1.07528,-14.08,-5.856,20.788,-0.281587,-13.992,-8.28,-285.789,-0.338449,-14.146,-4.968,-26.2318,-0.331334
109,6.24,0.400755,4.4,16291,-19.844,-11.928,14.9618,-0.441278,-26.488,-6.576,-546.588,-0.393327,-25.168,-12.24,-5.67824,-0.429319,-18.986,-4.848,-173.911,-0.419913,-20.592,-11.52,-21.7105,1.01376,-20.9,-5.952,25.2289,-0.337394,-21.076,-6.984,-292.023,-0.408001,-21.076,-4.944,-19.7852,-0.394179
110,6.28,-2.55162,4.4,16291,-26.906,-11.736,9.26724,-0.498658,-32.692,-5.712,-550.935,-0.469751,-33.484,-11.76,11.272,-0.503094,-25.63,-4.608,-121.572,-0.476797,-27.654,-9.72,-38.1503,0.951909,-27.588,-5.4,21.5282,-0.400074,-27.896,-5.712,-309.165,-0.480534,-27.896,-4.128,-14.9502,-0.462903
111,6.32,-4.61416,4.69,16292,-33.528,-10.944,19.5175,-0.551816,-37.576,-4.512,-532.099,-0.544271,-40.744,-11.136,15.3078,-0.572563,-31.658,-4.44,-89.2779,-0.533101,-33.66,-7.8,-6.83643,0.894612,-33.374,-4.536,34.8509,-0.462256,-33.792,-4.464,-281.114,-0.550583,-33.616,-2.76,-3.66855,-0.529226
112,6.36,-6.78866,4.69,16292,-39.556,-10.656,49.1294,-0.597273,-41.822,-3.456,-516.16,-0.606951,-46.728,-9.816,45.9797,-0.632427,-36.696,-3.912,-91.5051,-0.584354,-38.412,-6.6,15.8661,0.848492,-38.874,-3.624,35.591,-0.517898,-39.578,-4.032,-256.179,-0.61111,-38.126,-1.704,9.22476,-0.587683
113,6.4,-8.23243,4.97,16292,-44.792,-10.752,78.7414,-0.633374,-44.858,-3.528,-500.221,-0.652159,-50.93,-9.096,101.673,-0.676228,-40.524,-3.24,-77.0284,-0.626085,-43.186,-6.84,36.2201,0.816117,-42.9,-3.168,55.5751,-0.561285,-44.484,-4.44,-220.335,-0.655739,-41.646,-1.104,36.623,-0.631401
114,6.44,-8.46815,4.97,16292,-48.224,-11.04,110.631,-0.654074,-47.212,-4.608,-435.018,-0.675675,-54.296,-9.432,163.824,-0.698916,-42.438,-3,-21.3489,-0.654403,-46.09,-8.568,90.2365,0.800799,-45.232,-3.096,105.165,-0.588775,-47.696,-5.496,-162.674,-0.680331,-44.066,-1.32,85.7788,-0.657815
115,6.48,-9.29317,4.97,16292,-50.358,-12.096,158.466,-0.658545,-48.356,-6.48,-406.038,-0.673687,-55.484,-10.488,138.803,-0.699081,-44.286,-4.008,-26.9168,-0.666243,-48.466,-10.32,115.288,0.80171,-47.234,-3.84,150.314,-0.595316,-49.61,-7.056,-94.1032,-0.684388,-45.628,-2.28,93.8371,-0.6627
116,6.52,-10.0416,5.09,16293,-51.062,-14.04,182.383,-0.646539,-47.806,-8.784,-462.548,-0.644956,-54.516,-12.096,128.309,-0.678961,-45.144,-6.144,-13.5538,-0.657798,-48.708,-13.224,115.288,0.822079,-47.278,-6.12,122.929,-0.578094,-49.676,-9.624,-80.0774,-0.667745,-45.496,-4.2,96.2546,-0.645809
117,6.56,-10.1771,5.09,16293,-49.016,-15.72,190.356,-0.616152,-45.012,-10.368,-426.324,-0.591715,-51.634,-14.016,169.474,-0.640624,-43.472,-8.928,-41.3935,-0.627659,-46.376,-16.248,168.521,0.862568,-44.792,-8.52,124.409,-0.539426,-47.278,-12.168,-58.2595,-0.627421,-43.626,-7.056,106.73,-0.608466
118,6.6,-4.05432,5.11,16294,-44.616,-17.16,341.832,-0.568128,-40.26,-11.88,-201.734,-0.518355,-46.838,-16.224,424.535,-0.581754,-39.314,-11.688,122.304,-0.579883,-41.668,-18.768,361.884,0.920362,-40.524,-11.064,354.596,-0.484033,-42.702,-14.304,117.842,-0.565818,-39.908,-10.344,245.334,-0.551831
119,6.64,3.90117,5.11,16294,-39.886,-18.264,545.699,-0.512652,-35.244,-13.776,44.5913,-0.437293,-41.778,-18.288,759.505,-0.511291,-34.562,-14.376,409.61,-0.524573,-37.444,-20.088,638.229,0.98387,-35.772,-13.584,667.679,-0.424168,-38.104,-15.816,356.28,-0.493534,-35.222,-13.656,526.569,-0.486584
120,6.68,7.21891,5.11,16294,-35.618,-19.2,664.146,-0.462723,-30.514,-15.192,188.039,-0.362194,-36.828,-20.04,946.765,-0.445465,-29.854,-16.776,587.785,-0.474313,-32.824,-21.432,770.53,1.03719,-31.218,-15.336,857.158,-0.374157,-33.616,-17.088,454.461,-0.424975,-30.382,-16.104,747.367,-0.428955
121,6.72,4.6319,5.1,16295,-31.46,-20.064,659.591,-0.422317,-25.784,-16.032,240.202,-0.304648,-32.406,-20.16,958.872,-0.390817,-25.63,-18.168,608.943,-0.431505,-28.226,-22.008,787.752,1.07719,-26.554,-16.656,909.708,-0.333337,-29.59,-17.76,407.708,-0.369417,-26.158,-17.328,849.708,-0.380517
122,6.76,3.38259,5.1,16295,-26.752,-20.544,642.507,-0.389694,-20.57,-16.368,261.937,-0.269044,-28.226,-20.448,872.506,-0.340474,-21.142,-19.128,569.967,-0.396233,-23.32,-21.984,801.843,1.10782,-21.758,-17.52,887.504,-0.297981,-25.146,-18,323.553,-0.328017,-21.538,-18.528,860.183,-0.335805
123,6.8,2.94062,5.08,16295,-21.78,-20.832,642.507,-0.362287,-15.114,-16.824,263.386,-0.250828,-23.672,-20.544,776.455,-0.291457,-16.214,-19.608,537.673,-0.366011,-18.26,-21.6,820.632,1.12985,-16.742,-18.24,832.733,-0.26718,-20.174,-17.904,265.892,-0.292827,-16.566,-19.464,829.562,-0.294405
124,6.84,3.8776,5.08,16295,-16.478,-20.976,667.563,-0.334549,-9.218,-17.304,256.141,-0.240229,-18.458,-20.28,736.904,-0.247904,-10.846,-19.368,519.856,-0.34233,-12.87,-20.928,826.895,1.1445,-11.396,-18.816,780.922,-0.241015,-14.696,-17.784,251.866,-0.258961,-11.176,-20.04,788.464,-0.265508
125,6.88,4.72619,5.08,16295,-10.318,-20.88,706.286,-0.311116,-3.058,-17.928,237.304,-0.231701,-12.782,-19.752,732.061,-0.216274,-4.84,-19.68,537.673,-0.325935,-6.93,-20.4,804.192,1.1522,-5.522,-19.104,744.655,-0.224289,-8.646,-17.664,283.034,-0.231637,-5.302,-20.016,747.367,-0.251763
126,6.92,5.18584,4.99,16296,-3.63,-20.352,723.37,-0.295467,3.388,-17.976,198.182,-0.226567,-6.732,-19.392,740.94,-0.199632,1.144,-19.032,523.197,-0.315585,-0.946,-19.944,739.999,1.15535,0.506,-19.104,708.387,-0.219321,-1.848,-17.688,326.67,-0.218141,0.462,-19.2,671.619,-0.242987
127,6.96,5.20352,4.99,16296,2.53,-19.584,660.729,-0.285945,9.614,-17.088,111.244,-0.22516,-0.616,-19.008,709.461,-0.18895,6.864,-17.592,446.359,-0.30921,5.126,-19.656,649.971,1.1609,7.084,-19.032,641.774,-0.216506,5.126,-17.52,332.904,-0.210358,6.05,-17.736,540.268,-0.232554
128,7,4.74387,4.97,16296,8.228,-18.624,534.309,-0.279321,15.378,-15.816,-38,-0.224663,5.434,-18.456,623.903,-0.182658,12.232,-15.96,322.75,-0.304821,11.132,-18.84,566.99,1.17191,13.156,-18.384,543.334,-0.208888,11.286,-16.608,239.399,-0.20332,11.682,-15.888,404.082,-0.227255
129,7.04,4.4669,4.97,16296,13.794,-17.184,391.944,-0.271207,20.614,-14.28,-227.815,-0.222841,11.33,-17.592,503.637,-0.181581,17.204,-14.136,166.848,-0.301509,16.83,-17.544,462.088,1.18367,18.81,-16.944,421.949,-0.203755,16.72,-15.48,92.9072,-0.197441,17.028,-13.992,251.78,-0.22742
130,7.08,2.66955,4.97,16296,18.898,-15.192,246.163,-0.265659,25.168,-12.864,-433.569,-0.219281,16.918,-16.392,359.156,-0.181747,21.56,-12.12,-15.7809,-0.298777,21.78,-16.2,294.559,1.19228,24.178,-14.952,273.919,-0.201354,21.714,-13.872,-62.9348,-0.192473,22.088,-12.312,91.4196,-0.228248
131,7.12,1.47327,4.94,16297,23.342,-13.128,127.715,-0.265328,29.128,-12.12,-539.344,-0.215638,21.824,-14.496,202.568,-0.181084,25.476,-10.032,-138.276,-0.29265,25.784,-14.424,83.1909,1.19667,28.644,-13.248,115.527,-0.19771,26.18,-12.168,-203.193,-0.187505,26.796,-10.752,-5.28022,-0.228
132,7.16,0.74844,4.94,16297,27.214,-11.52,50.2684,-0.265576,31.174,-12.12,-597.302,-0.211912,26.158,-12.6,62.1228,-0.179925,28.512,-9.576,-150.525,-0.287765,28.512,-12.576,-24.8419,1.1994,31.328,-11.712,11.1661,-0.196882,29.238,-10.728,-274.88,-0.185021,29.876,-9.696,-35.9018,-0.224688
133,7.2,1.14327,4.93,16298,29.634,-10.056,22.9343,-0.264997,32.01,-12.36,-587.16,-0.204211,29.062,-10.92,5.62193,-0.178518,31.13,-9.408,-165.002,-0.283542,30.25,-12.216,-72.5955,1.20404,32.648,-11.16,-25.8414,-0.194812,30.954,-10.2,-313.84,-0.181709,32.472,-10.2,-80.2226,-0.217733
134,7.24,1.33774,4.93,16298,31.548,-8.496,14.9618,-0.262182,31.13,-12.168,-552.384,-0.195931,30.976,-10.68,-49.2646,-0.177193,31.9,-8.64,-136.049,-0.279236,31.306,-11.952,-43.6302,1.209,32.89,-10.32,17.8274,-0.192577,31.592,-9.144,-237.478,-0.174588,32.516,-10.152,-43.9602,-0.209535
135,7.28,1.83864,4.93,16298,31.768,-7.68,49.1294,-0.258124,28.512,-10.728,-524.854,-0.190549,31.724,-10.584,-8.90686,-0.175206,30.844,-8.64,-134.935,-0.277249,30.624,-11.208,3.34057,1.21256,31.24,-9.624,35.591,-0.191832,29.898,-8.448,-237.478,-0.166971,31.614,-9.456,-11.7269,-0.203325
136,7.32,2.14507,4.91,16298,30.096,-8.688,30.9067,-0.254481,24.75,-8.832,-507.466,-0.18732,30.536,-9.864,24.1865,-0.172887,27.786,-8.328,-137.162,-0.277332,28.688,-10.848,15.8661,1.21588,27.808,-9.24,41.5122,-0.19208,26.686,-7.56,-231.244,-0.163327,28.6,-8.448,12.4481,-0.201338
137,7.36,2.08025,4.91,16298,27.17,-9.144,24.0732,-0.251169,19.668,-8.016,-523.405,-0.186492,27.5,-9.504,29.0294,-0.172722,23.166,-7.944,-129.367,-0.277497,25.498,-10.776,16.6489,1.21795,22.836,-8.28,39.2918,-0.192411,22.066,-7.344,-232.803,-0.162582,24.354,-8.04,-2.86272,-0.201173
138,7.4,3.22938,4.9,16299,22.924,-8.4,49.1294,-0.248685,13.288,-7.776,-543.691,-0.188148,22.088,-9.408,17.7293,-0.174874,17.314,-7.608,-128.254,-0.277911,20.702,-10.488,9.60333,1.21902,16.962,-7.608,27.4494,-0.192908,16.28,-7.464,-248.387,-0.167219,18.942,-7.92,-19.7852,-0.202166
139,7.44,4.07207,4.9,16299,17.82,-8.232,45.7127,-0.249513,6.248,-8.28,-566.874,-0.197008,15.444,-9.264,0.779,-0.182906,10.802,-7.608,-142.73,-0.282465,14.982,-9.912,-5.27074,1.21761,10.56,-7.344,15.607,-0.196137,9.812,-7.392,-254.62,-0.182289,12.342,-7.68,-20.591,-0.210198
140,7.48,4.87351,4.9,16299,11.682,-8.568,30.9067,-0.258207,-1.276,-8.496,-581.364,-0.217211,7.81,-8.76,1.58615,-0.202281,4.202,-7.728,-147.185,-0.295299,8.448,-9.576,-9.18497,1.20726,3.652,-7.152,10.4259,-0.206487,2.926,-7.272,-262.413,-0.210937,5.17,-7.776,-21.3969,-0.232968
141,7.52,5.02084,4.89,16299,4.84,-8.856,24.0732,-0.280149,-8.624,-8.304,-572.67,-0.252153,-0.264,-8.784,-5.67824,-0.235153,-2.684,-7.584,-143.844,-0.318649,1.298,-9.432,-8.40212,1.18317,-3.674,-7.152,1.54415,-0.228512,-4.29,-7.2,-267.088,-0.254076,-2.464,-8.376,-23.8144,-0.272215
142,7.56,3.34134,4.89,16299,-2.332,-9.24,26.351,-0.313518,-16.016,-8.232,-569.772,-0.303571,-8.47,-8.808,-14.5569,-0.284419,-9.482,-7.512,-142.73,-0.355247,-6.336,-9.672,-6.05359,1.14185,-10.868,-6.696,8.94565,-0.26809,-11.462,-6.792,-276.438,-0.313278,-10.186,-8.232,-34.2902,-0.32736
143,7.6,1.55578,5.02,16300,-9.636,-9.744,28.6289,-0.357898,-23.078,-7.92,-558.18,-0.36799,-16.742,-8.856,-12.1355,-0.349748,-16.28,-7.464,-142.73,-0.404927,-14.212,-9.936,-8.40212,1.08547,-18.194,-6.264,13.3865,-0.322987,-18.656,-6.264,-282.672,-0.383575,-18.216,-7.368,-25.426,-0.391281
144,7.64,-1.16088,5.02,16300,-16.83,-10.248,32.0456,-0.408986,-29.678,-7.416,-562.527,-0.441599,-24.992,-8.784,-10.5212,-0.423109,-22.968,-7.32,-134.935,-0.462307,-21.978,-9.552,-14.6649,1.01914,-25.454,-5.976,5.2449,-0.387736,-25.872,-5.712,-290.464,-0.460331,-25.63,-6.504,-26.2318,-0.461661
145,7.68,-3.54753,5.02,16300,-23.848,-10.416,27.49,-0.46173,-35.156,-6.528,-542.242,-0.517527,-32.956,-8.184,-0.83531,-0.497049,-28.754,-7.008,-128.254,-0.519936,-29.524,-7.968,-18.5791,0.953648,-32.23,-5.256,17.8274,-0.454804,-32.736,-4.68,-284.23,-0.535762,-32.34,-5.4,-18.1735,-0.530468
146,7.72,-5.42149,5.3,16301,-30.558,-10.176,27.49,-0.511989,-39.974,-5.496,-519.058,-0.587161,-39.908,-7.56,18.5364,-0.564531,-34.276,-6.456,-107.095,-0.574998,-35.486,-5.952,5.6891,0.894943,-38.258,-4.128,29.6698,-0.516573,-38.808,-3.672,-254.62,-0.602995,-38.06,-3.984,0.360608,-0.593479
147,7.76,-7.02438,5.3,16301,-36.08,-9.624,34.3235,-0.555625,-43.78,-4.776,-510.364,-0.643465,-45.87,-6.6,45.9797,-0.62067,-38.544,-5.04,-101.527,-0.622194,-40.612,-4.968,22.1289,0.847664,-42.724,-3.408,41.5122,-0.567744,-43.802,-3.432,-223.452,-0.657229,-42.174,-3.12,35.8172,-0.642248
148,7.8,-7.85528,5.53,16302,-40.7,-9.216,59.3797,-0.589656,-46.53,-5.064,-488.63,-0.681719,-49.984,-6.576,83.916,-0.661242,-41.712,-4.32,-77.0284,-0.658295,-45.496,-6.12,38.5686,0.815372,-45.98,-3.24,88.8818,-0.60608,-47.784,-4.296,-176.699,-0.693496,-45.1,-3.072,94.643,-0.673629
149,7.84,-9.06334,5.53,16302,-44.55,-9.384,88.9916,-0.613502,-48.796,-6.528,-443.712,-0.698859,-53.592,-7.56,149.296,-0.684094,-44.77,-4.512,-77.0284,-0.680899,-47.96,-7.944,89.4536,0.801296,-48.73,-3.504,125.149,-0.623137,-50.688,-6.12,-117.48,-0.709642,-47.3,-3.864,110.76,-0.685056
150,7.88,-9.97086,5.53,16302,-47.014,-10.152,129.993,-0.623521,-49.61,-9.12,-436.467,-0.689916,-55.286,-9.144,169.474,-0.686578,-46.464,-5.64,-39.1663,-0.686612,-49.742,-10.488,137.207,0.80527,-49.742,-5.16,149.574,-0.619328,-51.7,-8.976,-86.3111,-0.702687,-47.41,-5.64,99.4779,-0.678183
151,7.92,-10.9903,5.65,16302,-47.608,-11.952,168.716,-0.615241,-48.774,-11.784,-504.568,-0.653153,-54.67,-11.16,145.26,-0.669273,-46.662,-7.968,8.71803,-0.671543,-49.368,-13.848,163.824,0.83127,-48.554,-7.704,168.078,-0.593908,-50.27,-11.76,-87.8695,-0.671388,-45.496,-7.992,99.4779,-0.648789
152,7.96,-8.31494,5.65,16302,-46.64,-14.496,163.021,-0.586592,-44.88,-12.768,-400.242,-0.590556,-51.59,-13.416,179.967,-0.632427,-44.066,-10.44,23.1947,-0.632213,-45.892,-16.92,231.932,0.878383,-45.122,-10.368,265.778,-0.545802,-46.266,-13.848,58.622,-0.617568,-41.536,-10.464,255.004,-0.59588
153,8,-1.98,5.67,16303,-42.856,-16.344,231.357,-0.541632,-39.688,-14.16,-185.795,-0.509743,-47.058,-15.744,419.692,-0.577448,-39.842,-12.744,257.049,-0.577233,-40.898,-18.888,515.322,0.940069,-40.634,-13.08,527.051,-0.483453,-41.426,-15.48,317.32,-0.545946,-36.388,-13.776,548.326,-0.526659
154,8.04,5.4687,5.67,16303,-38.104,-17.784,380.555,-0.492283,-34.188,-16.536,-42.3469,-0.421479,-42.042,-17.928,720.761,-0.51394,-35.134,-15.336,488.675,-0.51977,-35.992,-20.544,768.181,1.00043,-36.08,-15.072,777.221,-0.421933,-36.674,-16.584,505.889,-0.467535,-31.196,-16.2,802.163,-0.455369
155,8.08,5.94014,5.67,16303,-33.638,-18.672,504.697,-0.451628,-28.82,-19.584,-3.22471,-0.344557,-37.092,-19.344,901.564,-0.455152,-30.514,-17.04,595.58,-0.470256,-31.262,-21.72,853.511,1.0497,-31.548,-16.32,903.047,-0.371011,-32.384,-17.664,501.213,-0.397569,-26.62,-17.472,915.786,-0.393103
